week,n,fraud_rate,roc_auc,pr_auc,fraud_rate_delta,auc_drop_pct,trigger_perf,trigger_target,psi_global,trigger_psi,should_retrain
2018-04-30,19812,0.030890369473046637,0.9234704350490195,0.6425431161933872,0.004119561938850151,0.0,False,False,0.008901482286726775,False,False
2018-05-07,19997,0.032104815722358356,0.885191668054895,0.5116725912991513,0.002905115689538433,4.145099349292385,False,False,0.008901482286726775,False,False
2018-05-14,20525,0.03537149817295981,0.8680077060964067,0.48548120111157533,0.0003615667610630188,6.0059019593484635,True,False,0.008901482286726775,False,True
2018-05-21,19737,0.03749303338906622,0.9063860367710975,0.5865029589277491,0.00248310197716943,1.8500211408516931,False,False,0.008901482286726775,False,False
2018-05-28,12356,0.03989964389770152,0.9004681404110041,0.5110807289232978,0.004889712485804734,2.4908533901027803,False,False,0.008901482286726775,False,False
