week,n,fraud_rate,roc_auc,pr_auc
2018-04-30,19812,0.030890369473046637,0.9234704350490195,0.6425431161933872
2018-05-07,19997,0.032104815722358356,0.885191668054895,0.5116725912991513
2018-05-14,20525,0.03537149817295981,0.8680077060964067,0.48548120111157533
2018-05-21,19737,0.03749303338906622,0.9063860367710975,0.5865029589277491
2018-05-28,12356,0.03989964389770152,0.9004681404110041,0.5110807289232978
